T = 72 sec			-> Ukupno vrijeme uzimanja uzoraka
fs = 10 Hz			-> Frekvencija uzimanja uzoraka
omega = 20 deg/s	-> Kutna brzina
n = [1, -1, 0]		-> Nenormalizirani vektor osi rotacije

Legenda:
	a_i	-> Mjerenje akcelerometra u inercijalnom sustavu (x, y, i z komponenta)
	m_i	-> Mjerenje magnetometra u inercijalnom sustavu (x, y, i z komponenta)
	w_i	-> Mjerenje ziroskopa u inercijalnom sustavu (x, y, i z komponenta)
	a_b	-> Mjerenje akcelerometra u sustavu tijela (x, y, i z komponenta)
	m_b	-> Mjerenje magnetometra u sustavu tijela (x, y, i z komponenta)
	w_b	-> Mjerenje ziroskopa u sustavu tijela (x, y, i z komponenta)
	qib	-> Kvaternion rotacije iz inercijalnog u sustav tijela (cetiri komponente)

Format podataka:
------------------------------------------------------------------------------------------------------------------------------------------------------
a_i_x, a_i_y, a_i_z, m_i_x, m_i_y, m_i_z, w_i_x, w_i_y, w_i_z, a_b_x, a_b_y, a_b_z, m_b_x, m_b_y, m_b_z, w_b_x, w_b_y, w_b_z, qib1, qib2, qib3, qib4
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,5.4662,5.4662,-6.0396,26.6856,6.1856,-39.6060,0.2468,-0.2468,0.0000,0.4384,0.6355,-0.6355,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,5.3138,5.3138,-6.3057,25.6982,5.1982,-40.3931,0.2468,-0.2468,0.0000,0.4226,0.6409,-0.6409,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,5.1550,5.1550,-6.5642,24.6920,4.1920,-41.1309,0.2468,-0.2468,-0.0000,0.4067,0.6460,-0.6460,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,4.9899,4.9899,-6.8146,23.6682,3.1682,-41.8186,0.2468,-0.2468,-0.0000,0.3907,0.6509,-0.6509,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,4.8186,4.8186,-7.0567,22.6280,2.1280,-42.4554,0.2468,-0.2468,-0.0000,0.3746,0.6556,-0.6556,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,4.6416,4.6416,-7.2903,21.5728,1.0728,-43.0405,0.2468,-0.2468,0.0000,0.3584,0.6601,-0.6601,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,4.4588,4.4588,-7.5149,20.5038,0.0038,-43.5731,0.2468,-0.2468,0.0000,0.3420,0.6645,-0.6645,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,4.2707,4.2707,-7.7304,19.4222,-1.0778,-44.0526,0.2468,-0.2468,0.0000,0.3256,0.6686,-0.6686,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,4.0773,4.0773,-7.9365,18.3295,-2.1705,-44.4785,0.2468,-0.2468,-0.0000,0.3090,0.6725,-0.6725,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,3.8790,3.8790,-8.1329,17.2270,-3.2730,-44.8502,0.2468,-0.2468,0.0000,0.2924,0.6762,-0.6762,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,3.6759,3.6759,-8.3194,16.1159,-4.3841,-45.1672,0.2468,-0.2468,0.0000,0.2756,0.6797,-0.6797,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,3.4684,3.4684,-8.4957,14.9977,-5.5023,-45.4292,0.2468,-0.2468,-0.0000,0.2588,0.6830,-0.6830,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,3.2566,3.2566,-8.6617,13.8737,-6.6263,-45.6359,0.2468,-0.2468,0.0000,0.2419,0.6861,-0.6861,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,3.0409,3.0409,-8.8172,12.7454,-7.7546,-45.7869,0.2468,-0.2468,0.0000,0.2250,0.6890,-0.6890,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,2.8214,2.8214,-8.9619,11.6139,-8.8861,-45.8822,0.2468,-0.2468,0.0000,0.2079,0.6917,-0.6917,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,2.5985,2.5985,-9.0957,10.4808,-10.0192,-45.9215,0.2468,-0.2468,0.0000,0.1908,0.6941,-0.6941,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,2.3725,2.3725,-9.2184,9.3474,-11.1526,-45.9050,0.2468,-0.2468,0.0000,0.1736,0.6964,-0.6964,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,2.1436,2.1436,-9.3299,8.2152,-12.2848,-45.8325,0.2468,-0.2468,-0.0000,0.1564,0.6984,-0.6984,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,1.9120,1.9120,-9.4300,7.0854,-13.4146,-45.7041,0.2468,-0.2468,0.0000,0.1392,0.7002,-0.7002,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,1.6781,1.6781,-9.5186,5.9594,-14.5406,-45.5201,0.2468,-0.2468,-0.0000,0.1219,0.7018,-0.7018,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,1.4422,1.4422,-9.5956,4.8387,-15.6613,-45.2806,0.2468,-0.2468,-0.0000,0.1045,0.7032,-0.7032,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,1.2045,1.2045,-9.6610,3.7246,-16.7754,-44.9859,0.2468,-0.2468,-0.0000,0.0872,0.7044,-0.7044,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,0.9654,0.9654,-9.7145,2.6184,-17.8816,-44.6365,0.2468,-0.2468,-0.0000,0.0698,0.7054,-0.7054,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,0.7251,0.7251,-9.7563,1.5215,-18.9785,-44.2326,0.2468,-0.2468,-0.0000,0.0523,0.7061,-0.7061,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,0.4839,0.4839,-9.7861,0.4353,-20.0647,-43.7749,0.2468,-0.2468,-0.0000,0.0349,0.7067,-0.7067,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,0.2421,0.2421,-9.8040,-0.6390,-21.1390,-43.2638,0.2468,-0.2468,-0.0000,0.0175,0.7070,-0.7070,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,0.0000,0.0000,-9.8100,-1.7000,-22.2000,-42.7000,0.2468,-0.2468,-0.0000,0.0000,0.7071,-0.7071,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,-0.2421,-0.2421,-9.8040,-2.7465,-23.2465,-42.0842,0.2468,-0.2468,0.0000,-0.0175,0.7070,-0.7070,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,-0.4839,-0.4839,-9.7861,-3.7771,-24.2771,-41.4171,0.2468,-0.2468,0.0000,-0.0349,0.7067,-0.7067,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,-0.7251,-0.7251,-9.7563,-4.7906,-25.2906,-40.6996,0.2468,-0.2468,-0.0000,-0.0523,0.7061,-0.7061,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,-0.9654,-0.9654,-9.7145,-5.7858,-26.2858,-39.9324,0.2468,-0.2468,-0.0000,-0.0698,0.7054,-0.7054,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,-1.2045,-1.2045,-9.6610,-6.7615,-27.2615,-39.1167,0.2468,-0.2468,-0.0000,-0.0872,0.7044,-0.7044,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,-1.4422,-1.4422,-9.5956,-7.7164,-28.2164,-38.2532,0.2468,-0.2468,0.0000,-0.1045,0.7032,-0.7032,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,-1.6781,-1.6781,-9.5186,-8.6495,-29.1495,-37.3432,0.2468,-0.2468,-0.0000,-0.1219,0.7018,-0.7018,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,-1.9120,-1.9120,-9.4300,-9.5595,-30.0595,-36.3876,0.2468,-0.2468,-0.0000,-0.1392,0.7002,-0.7002,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,-2.1436,-2.1436,-9.3299,-10.4454,-30.9454,-35.3878,0.2468,-0.2468,0.0000,-0.1564,0.6984,-0.6984,0.0000
0.0000,0.0000,9.8100,22.2000,1.7000,42.7000,0.2468,-0.2468,0.0000,-2.3725,-2.3725,-9.2184,-11.3061,-31.8061,-34.3448,0.2468,-0.2468,-0.0000,-0.1736,0.6964,-0.6964,0.0000
