magx,magy,magz
0.6064,-0.1335,-0.7839
0.6497,-0.1727,-0.7403
0.5614,-0.2317,-0.7944
0.3228,-0.2348,-0.9169
0.3228,-0.2348,-0.9169
0.017,-0.2292,-0.9732
-0.1877,-0.1395,-0.9723
-0.2091,-0.097,-0.9731
-0.0843,-0.0887,-0.9925
-0.0843,-0.0887,-0.9925
0.1075,-0.2285,-0.9676
0.2449,-0.4669,-0.8497
0.2692,-0.5808,-0.7682
0.2581,-0.5654,-0.7834
0.2581,-0.5654,-0.7834
0.2273,-0.3589,-0.9052
0.2569,-0.0405,-0.9656
0.329,0.2311,-0.9156
0.4079,0.298,-0.863
0.4079,0.298,-0.863
0.434,0.2332,-0.8702
0.3457,0.0517,-0.9369
0.176,-0.195,-0.9649
0.0212,-0.3621,-0.9319
0.0212,-0.3621,-0.9319
-0.0242,-0.4083,-0.9125
0.0464,-0.3688,-0.9284
0.2519,-0.2925,-0.9225
0.4906,-0.3046,-0.8164
0.4906,-0.3046,-0.8164
0.6126,-0.3576,-0.7049
0.581,-0.4148,-0.7003
0.4415,-0.3697,-0.8175
0.2335,-0.2308,-0.9446
0.2335,-0.2308,-0.9446
0.018,-0.0421,-0.999
-0.0885,0.0569,-0.9945
-0.054,0.0976,-0.9938
0.0469,-0.0588,-0.9972
0.0469,-0.0588,-0.9972
0.1328,-0.3304,-0.9345
0.1818,-0.5365,-0.8241
0.1644,-0.6195,-0.7676
0.1568,-0.5195,-0.8399
0.1568,-0.5195,-0.8399
0.1856,-0.2513,-0.9499
0.2858,0.0399,-0.9575
0.385,0.2192,-0.8965
0.4391,0.2505,-0.8628
0.4391,0.2505,-0.8628
0.4006,0.1527,-0.9034
0.2581,-0.0343,-0.9655
0.1004,-0.2324,-0.9674
-0.0446,-0.3456,-0.9373
-0.0446,-0.3456,-0.9373
-0.0161,-0.3505,-0.9364
0.1337,-0.2739,-0.9524
0.3628,-0.2356,-0.9016
0.5648,-0.264,-0.7819
0.5648,-0.264,-0.7819
0.6409,-0.315,-0.7
0.5919,-0.3089,-0.7445
0.413,-0.2381,-0.8791
0.1783,-0.1494,-0.9726
0.1783,-0.1494,-0.9726
-0.0119,-0.0716,-0.9974
-0.0695,-0.0566,-0.996
-0.0244,-0.0979,-0.9949
0.1265,-0.252,-0.9594
0.1265,-0.252,-0.9594
0.264,-0.4888,-0.8315
0.3179,-0.604,-0.7308
0.3381,-0.6177,-0.71
0.2869,-0.4963,-0.8194
0.2869,-0.4963,-0.8194
0.2245,-0.2396,-0.9446
0.1671,0.0468,-0.9848
0.1262,0.2111,-0.9693
0.1391,0.2126,-0.9672
0.1391,0.2126,-0.9672
0.1178,0.063,-0.991
0.0959,-0.2094,-0.9731
0.0959,-0.2094,-0.9731
0.0407,-0.5499,-0.8343
0.0407,-0.5499,-0.8343
0.0874,-0.4797,-0.8731
0.1904,-0.2756,-0.9422
0.3269,-0.0056,-0.945
0.4488,0.1287,-0.8843
0.4488,0.1287,-0.8843
0.4779,0.1901,-0.8576
0.4196,0.1363,-0.8974
0.2874,-0.0057,-0.9578
0.0797,-0.179,-0.9806
0.0797,-0.179,-0.9806
-0.0199,-0.3039,-0.9525
-0.0322,-0.3433,-0.9387
0.124,-0.2903,-0.9489
0.3401,-0.2335,-0.9109
0.3401,-0.2335,-0.9109
0.5581,-0.2051,-0.804
0.6332,-0.213,-0.7441
0.6115,-0.212,-0.7623
0.4665,-0.1858,-0.8648
0.4665,-0.1858,-0.8648
0.2413,-0.1438,-0.9597
0.0176,-0.163,-0.9865
-0.057,-0.1634,-0.9849
0.0119,-0.2107,-0.9775
0.0119,-0.2107,-0.9775
0.1691,-0.2911,-0.9416
0.38,-0.3848,-0.8412
0.4984,-0.4676,-0.73
0.5159,-0.5033,-0.6933
0.5159,-0.5033,-0.6933
0.4424,-0.4195,-0.7927
0.2732,-0.2493,-0.9291
0.0977,-0.0827,-0.9918
-0.0144,0.0391,-0.9991
-0.0144,0.0391,-0.9991
-0.0372,0.0373,-0.9986
0.0256,-0.0928,-0.9954
0.1311,-0.3141,-0.9403
0.2509,-0.5088,-0.8235
0.2509,-0.5088,-0.8235
0.2924,-0.6063,-0.7395
0.2812,-0.5464,-0.7889
0.261,-0.3744,-0.8898
0.205,-0.1001,-0.9736
0.205,-0.1001,-0.9736
0.1251,0.1295,-0.9837
0.1251,0.1295,-0.9837
0.0908,0.1615,-0.9827
0.091,-0.0447,-0.9948
0.091,-0.0447,-0.9948
0.0912,-0.3343,-0.9381
0.1149,-0.5204,-0.8462
0.1379,-0.5332,-0.8347
0.1947,-0.4261,-0.8835
0.1947,-0.4261,-0.8835
0.2444,-0.1725,-0.9542
0.2785,0.0919,-0.956
0.319,0.2494,-0.9143
0.3061,0.2698,-0.913
0.3061,0.2698,-0.913
0.224,0.1445,-0.9638
0.1499,-0.1161,-0.9819
0.0809,-0.338,-0.9377
0.0554,-0.4466,-0.893
0.0554,-0.4466,-0.893
0.0997,-0.4059,-0.9085
0.2244,-0.2506,-0.9417
0.3835,-0.0513,-0.9221
0.4815,0.1124,-0.8692
0.4815,0.1124,-0.8692
0.5134,0.1607,-0.843
0.4392,0.1205,-0.8902
0.2921,-0.0038,-0.9564
0.1159,-0.1837,-0.9761
0.1159,-0.1837,-0.9761
0.0212,-0.3312,-0.9433
0.0429,-0.3761,-0.9256
0.162,-0.3213,-0.933
0.3493,-0.2246,-0.9097
0.3493,-0.2246,-0.9097
0.5435,-0.1281,-0.8296
0.631,-0.0625,-0.7733
0.578,-0.0741,-0.8127
0.434,-0.0915,-0.8963
0.434,-0.0915,-0.8963
0.2138,-0.1346,-0.9676
0.0403,-0.2331,-0.9716
-0.0198,-0.3266,-0.945
0.0491,-0.3409,-0.9388
0.0491,-0.3409,-0.9388
0.2246,-0.331,-0.9165
0.4416,-0.3035,-0.8444
0.5652,-0.2954,-0.7703
0.5888,-0.2981,-0.7513
0.5888,-0.2981,-0.7513
0.4869,-0.2539,-0.8358
0.2867,-0.1953,-0.9379
0.0624,-0.1728,-0.983
-0.0731,-0.1955,-0.978
-0.0731,-0.1955,-0.978
-0.0758,-0.2159,-0.9735
0.0409,-0.2795,-0.9593
0.2336,-0.3672,-0.9003
0.4232,-0.4211,-0.8023
0.4232,-0.4211,-0.8023
0.461,-0.466,-0.7552
0.4532,-0.4061,-0.7935
0.3343,-0.2904,-0.8966
0.1191,-0.1378,-0.9833
0.1191,-0.1378,-0.9833
-0.0489,-0.0327,-0.9983
-0.1094,0.0022,-0.994
-0.0395,-0.0731,-0.9965
0.0731,-0.2313,-0.9701
0.0731,-0.2313,-0.9701
0.225,-0.4021,-0.8875
0.3262,-0.5163,-0.7918
0.3492,-0.4975,-0.7941
0.3153,-0.3758,-0.8714
0.3153,-0.3758,-0.8714
0.2104,-0.1534,-0.9655
0.092,0.057,-0.9941
0.0255,0.1792,-0.9835
0.0261,0.1617,-0.9865
0.0261,0.1617,-0.9865
0.0432,0.0197,-0.9989
0.1099,-0.2279,-0.9675
0.1866,-0.4465,-0.8751
0.2413,-0.511,-0.825
0.2413,-0.511,-0.825
0.2583,-0.4439,-0.858
0.2548,-0.2486,-0.9345
0.2284,0.0284,-0.9732
0.2032,0.233,-0.951
0.2032,0.233,-0.951
0.1733,0.2726,-0.9464
0.1397,0.2184,-0.9658
0.1273,-0.0439,-0.9909
0.141,-0.309,-0.9405
0.141,-0.309,-0.9405
0.1955,-0.4614,-0.8654
0.239,-0.4561,-0.8572
0.2755,-0.3225,-0.9056
0.3273,-0.0642,-0.9427
0.3273,-0.0642,-0.9427
0.348,0.1496,-0.9255
0.3325,0.2632,-0.9056
0.3169,0.3006,-0.8996
0.2609,0.3843,-0.8856
0.2609,0.3843,-0.8856
0.2407,0.5006,-0.8316
0.2896,0.5489,-0.7841
0.5954,0.2537,-0.7624
0.7695,-0.4107,-0.4891
0.7695,-0.4107,-0.4891
0.4762,-0.8244,-0.3059
0.2704,-0.844,-0.4632
0.1981,-0.556,-0.8072
0.1721,0.0144,-0.985
0.1721,0.0144,-0.985
0.1826,0.4843,-0.8556
0.3024,0.5688,-0.7649
0.1892,0.3264,-0.9261
-0.1156,-0.232,-0.9658
-0.1156,-0.232,-0.9658
-0.1786,-0.8376,-0.5162
0.1497,-0.8709,-0.4682
0.4189,-0.5501,-0.7224
0.2776,0.0093,-0.9606
0.2776,0.0093,-0.9606
-0.1331,0.3117,-0.9408
-0.4843,-0.239,-0.8416
-0.4629,-0.4645,-0.755
-0.23,-0.8134,-0.5342
-0.23,-0.8134,-0.5342
0.4062,-0.8463,-0.3446
0.7819,-0.4496,-0.4319
0.6937,-0.0823,-0.7155
0.3508,-0.0301,-0.936
0.3508,-0.0301,-0.936
-0.1025,-0.2299,-0.9678
-0.3117,-0.5772,-0.7547
-0.1974,-0.7722,-0.6039
-0.1103,-0.8169,-0.5662
-0.1103,-0.8169,-0.5662
0.1105,-0.9014,-0.4187
0.624,-0.626,-0.4677
0.7436,0.202,-0.6374
0.4939,0.3145,-0.8107
0.4939,0.3145,-0.8107
0.2108,-0.0555,-0.9759
-0.1045,-0.5913,-0.7997
-0.1262,-0.8191,-0.5596
-0.0718,-0.8607,-0.504
-0.0718,-0.8607,-0.504
-0.1967,-0.7806,-0.5933
-0.2353,-0.7376,-0.6329
-0.2194,-0.7414,-0.6342
0.0796,-0.7189,-0.6905
0.0796,-0.7189,-0.6905
0.3401,-0.1383,-0.9302
0.5392,0.3478,-0.767
0.541,0.4512,-0.7098
0.4648,0.2351,-0.8536
0.4648,0.2351,-0.8536
0.1694,-0.1665,-0.9714
-0.2296,-0.4999,-0.8351
-0.3592,-0.6365,-0.6825
-0.2798,-0.7597,-0.587
-0.2798,-0.7597,-0.587
0.1466,-0.7353,-0.6617
0.8038,-0.1408,-0.5779
0.7887,-0.0751,-0.6102
0.5072,-0.1904,-0.8405
0.5072,-0.1904,-0.8405
0.0211,-0.3173,-0.9481
-0.3881,-0.3995,-0.8306
-0.5307,-0.3825,-0.7564
-0.502,-0.3419,-0.7945
-0.502,-0.3419,-0.7945
-0.4823,-0.3871,-0.7859
0,-0.6911,-0.7228
0.7857,-0.4804,-0.3898
0.6588,-0.2121,-0.7219
0.6588,-0.2121,-0.7219
0.1399,-0.1643,-0.9764
-0.3804,-0.1401,-0.9141
-0.5022,-0.1309,-0.8548
-0.5059,-0.1426,-0.8507
-0.5059,-0.1426,-0.8507
-0.4922,-0.1243,-0.8616
-0.4847,-0.1455,-0.8625
-0.5296,-0.2449,-0.8121
-0.0678,-0.4568,-0.887
-0.0678,-0.4568,-0.887
0.8307,-0.3166,-0.4579
0.5699,-0.3102,-0.761
0.0957,-0.199,-0.9753
-0.3686,-0.0672,-0.9272
-0.3686,-0.0672,-0.9272
-0.4605,0.0062,-0.8876
-0.4482,-0.0187,-0.8938
-0.4476,0.0443,-0.8931
-0.4372,-0.0093,-0.8993
-0.4372,-0.0093,-0.8993
-0.4358,0.0125,-0.9
-0.4462,0.0181,-0.8948
-0.3515,-0.0321,-0.9356
-0.1334,-0.0563,-0.9895
-0.1334,-0.0563,-0.9895
0.1628,-0.1529,-0.9747
0.4353,-0.274,-0.8576
0.5177,-0.308,-0.7982
0.5203,-0.3011,-0.7992
0.5203,-0.3011,-0.7992
0.5107,-0.301,-0.8054
0.5213,-0.3102,-0.795
0.5116,-0.3166,-0.7988
0.5008,-0.3605,-0.7869
0.5008,-0.3605,-0.7869
0.4918,-0.3458,-0.7991
0.4997,-0.3504,-0.7922
0.4852,-0.3895,-0.7828
0.4678,-0.4158,-0.7799
0.4678,-0.4158,-0.7799
0.47,-0.421,-0.7758
0.4587,-0.4103,-0.7882
0.4216,-0.4159,-0.8058
0.3424,-0.5099,-0.7891
0.3424,-0.5099,-0.7891
0.2478,-0.6523,-0.7163
0.1726,-0.767,-0.6179
0.0376,-0.8297,-0.557
-0.1688,-0.7834,-0.5981
-0.1688,-0.7834,-0.5981
-0.3384,-0.6333,-0.6961
-0.4204,-0.2258,-0.8788
-0.1761,-0.0021,-0.9844
0.2358,-0.2021,-0.9506
0.2358,-0.2021,-0.9506
0.5001,-0.5619,-0.6589
0.4231,-0.7744,-0.4705
0.201,-0.8575,-0.4736
0.0563,-0.7684,-0.6375
0.0563,-0.7684,-0.6375
0.0021,-0.7291,-0.6844
-0.0808,-0.7385,-0.6694
-0.1629,-0.7984,-0.5797
0.0154,-0.6009,-0.7992
0.0154,-0.6009,-0.7992
0.2614,0.5367,-0.8023
0.1969,0.3346,-0.9216
0.0162,-0.2943,-0.9556
-0.0815,-0.7683,-0.6348
-0.0815,-0.7683,-0.6348
-0.1097,-0.8463,-0.5213
-0.251,-0.7233,-0.6433
-0.3879,-0.4582,-0.7997
-0.4587,-0.1947,-0.867
-0.4587,-0.1947,-0.867
-0.3431,0.2048,-0.9167
0.0751,0.4456,-0.8921
0.259,0.0801,-0.9626
0.0036,-0.6298,-0.7768
0.0036,-0.6298,-0.7768
-0.2092,-0.8504,-0.4827
-0.1323,-0.8204,-0.5563
0.406,-0.4073,-0.8181
0.7584,0.1329,-0.6381
0.7584,0.1329,-0.6381
0.7569,0.1859,-0.6265
0.5352,0.1461,-0.832
0.202,-0.1778,-0.9631
-0.0201,-0.6954,-0.7184
-0.0201,-0.6954,-0.7184
0.1206,-0.8934,-0.4328
0.2983,-0.8749,-0.3815
0.3128,-0.8733,-0.3735
0.5059,-0.7743,-0.3801
0.5059,-0.7743,-0.3801
0.8573,-0.1656,-0.4875
0.665,0.3399,-0.665
0.4408,0.1808,-0.8792
0.1217,-0.293,-0.9483
0.1217,-0.293,-0.9483
-0.1077,-0.7383,-0.6659
-0.0765,-0.865,-0.4959
-0.0573,-0.8435,-0.534
-0.1054,-0.6951,-0.7112
-0.1054,-0.6951,-0.7112
0.3955,-0.5516,-0.7344
0.8127,-0.3949,-0.4285
0.7973,-0.4274,-0.4263
0.5628,-0.4254,-0.7087
0.5628,-0.4254,-0.7087
0.0991,-0.2949,-0.9504
-0.3554,-0.0644,-0.9325
-0.4623,0.0234,-0.8864
-0.0814,0.2859,-0.9548
-0.0814,0.2859,-0.9548
0.5624,0.4367,-0.7022
0.7233,0.2183,-0.6551
0.6123,-0.0334,-0.7899
0.4619,-0.2823,-0.8408
0.4619,-0.2823,-0.8408
0.2301,-0.4297,-0.8732
0.059,-0.4998,-0.8641
0.0308,-0.6025,-0.7975
-0.0145,-0.7151,-0.6989
-0.0145,-0.7151,-0.6989
0.0091,-0.8327,-0.5537
0.1689,-0.8971,-0.4082
0.3922,-0.88,-0.268
0.7284,-0.5601,-0.3945
0.7284,-0.5601,-0.3945
0.7334,0.3396,-0.5889
0.4714,0.3887,-0.7916
0.3465,-0.0335,-0.9374
0.2292,-0.5812,-0.7808
0.2292,-0.5812,-0.7808
0.2568,-0.769,-0.5854
0.3229,-0.8433,-0.4297
0.483,-0.8016,-0.3524
0.5864,0.3089,-0.7488
0.5864,0.3089,-0.7488
0.1143,0.4952,-0.8612
0.138,-0.0219,-0.9902
0.3096,-0.5974,-0.7398
0.4426,-0.7789,-0.4444
0.4426,-0.7789,-0.4444
0.5394,-0.7723,-0.3357
0.6532,-0.6789,-0.3355
0.5015,0.1732,-0.8477
-0.0951,0.4936,-0.8645
-0.0951,0.4936,-0.8645
-0.0749,0.3269,-0.9421
0.2365,-0.1169,-0.9646
0.4853,-0.5019,-0.7159
0.4771,-0.7072,-0.5219
0.4771,-0.7072,-0.5219
0.5005,-0.7449,-0.4412
0.5775,-0.7568,-0.3062
0.7719,-0.5888,-0.2398
0.9048,-0.1073,-0.4122
0.9048,-0.1073,-0.4122
0.5821,0.4012,-0.7073
-0.1177,0.3476,-0.9302
-0.0199,-0.1838,-0.9828
0.5075,-0.46,-0.7286
0.5075,-0.46,-0.7286
0.8392,-0.3272,-0.4344
0.8579,-0.0489,-0.5115
0.7037,0.3978,-0.5887
0.1061,0.5655,-0.8179
0.1061,0.5655,-0.8179
-0.1451,0.312,-0.9389
-0.2382,0.1671,-0.9567
-0.4117,0.0255,-0.911
-0.5552,-0.212,-0.8043
-0.5552,-0.212,-0.8043
-0.1768,-0.8695,-0.4612
0.4416,-0.8175,-0.3698
0.5692,-0.5433,-0.6171
0.488,-0.2378,-0.8398
0.488,-0.2378,-0.8398
0.1293,0.0813,-0.9883
-0.3579,0.0957,-0.9289
-0.5417,-0.1835,-0.8203
-0.5099,-0.3707,-0.7763
-0.5099,-0.3707,-0.7763
-0.4002,-0.6562,-0.6397
0.5053,-0.6913,-0.5165
0.834,-0.1685,-0.5254
0.5089,-0.1236,-0.8519
0.5089,-0.1236,-0.8519
0.1371,-0.1134,-0.984
-0.2277,-0.1557,-0.9612
-0.4346,-0.2052,-0.877
-0.4285,-0.2111,-0.8785
-0.4285,-0.2111,-0.8785
-0.3975,-0.2393,-0.8859
-0.4189,-0.3054,-0.8551
-0.4582,-0.4718,-0.7533
-0.3846,-0.7107,-0.5891
-0.3846,-0.7107,-0.5891
0.3535,-0.8533,-0.3832
0.8262,-0.3244,-0.4607
0.5257,-0.1923,-0.8286
-0.0508,-0.1819,-0.982
-0.0508,-0.1819,-0.982
-0.4648,-0.3264,-0.8231
-0.4958,-0.4348,-0.7518
-0.2518,-0.8337,-0.4914
0.2762,-0.8989,-0.3403
0.2762,-0.8989,-0.3403
0.6529,-0.5134,-0.5569
0.4352,0.008,-0.9003
-0.1356,-0.1446,-0.9802
-0.1877,-0.7334,-0.6534
-0.1877,-0.7334,-0.6534
0.1797,-0.862,-0.474
0.4379,-0.659,-0.6115
0.5649,-0.5859,-0.5811
0.6815,-0.6401,-0.3546
0.6815,-0.6401,-0.3546
0.6146,-0.766,-0.1886
0.2719,-0.9329,-0.2361
-0.1259,-0.8001,-0.5865
0.0563,-0.4521,-0.8902
0.0563,-0.4521,-0.8902
0.4298,-0.2469,-0.8685
0.6733,-0.1264,-0.7285
0.7602,0.0536,-0.6475
0.6973,0.1767,-0.6946
0.6973,0.1767,-0.6946
0.7566,0.1812,-0.6282
0.8986,0.0467,-0.4362
0.7664,-0.6339,-0.1045
0.2618,-0.9167,-0.3018
0.2618,-0.9167,-0.3018
0.2023,-0.6605,-0.7231
0.3687,-0.1197,-0.9218
0.6425,0.2789,-0.7137
0.7505,0.2434,-0.6145
0.7505,0.2434,-0.6145
0.7505,0.2434,-0.6145
0.7462,0.2338,-0.6233
0.8488,0.1642,-0.5025
0.8992,-0.3715,-0.2313
0.8992,-0.3715,-0.2313
0.3454,-0.9141,-0.2124
0.1464,-0.7616,-0.6313
0.3478,-0.1789,-0.9204
0.6283,0.2816,-0.7252
0.6283,0.2816,-0.7252
0.7431,0.3077,-0.5942
0.7535,0.2987,-0.5856
0.8812,0.089,-0.4643
0.8876,-0.4118,-0.2062
0.8876,-0.4118,-0.2062
0.464,-0.8514,-0.2446
0.247,-0.7132,-0.656
0.286,-0.2296,-0.9303
0.4687,0.2617,-0.8437
0.4687,0.2617,-0.8437
0.6325,0.309,-0.7102
0.6281,0.3288,-0.7053
0.7141,0.2902,-0.637
0.8549,0.1534,-0.4956
0.8549,0.1534,-0.4956
0.9019,-0.3384,-0.2685
0.7129,-0.6728,-0.1979
0.6169,-0.712,-0.3353
0.4977,-0.6,-0.6264
0.4977,-0.6,-0.6264
0.2974,-0.3162,-0.9009
-0.0105,0.0737,-0.9972
-0.1815,0.3642,-0.9135
-0.2112,0.3783,-0.9013
-0.2112,0.3783,-0.9013
-0.2183,0.2948,-0.9303
-0.284,0.0903,-0.9546
0.4757,-0.7894,-0.3879
0.6703,-0.7285,-0.1413
0.6703,-0.7285,-0.1413
0.62,-0.6465,-0.4447
0.3353,-0.3152,-0.8878
-0.0788,0.17,-0.9823
-0.1592,0.2458,-0.9562
-0.1592,0.2458,-0.9562
0.4722,-0.3713,-0.7995
0.8337,-0.3464,-0.4301
0.86,0.101,-0.5002
0.5069,0.5248,-0.6839
0.5069,0.5248,-0.6839
0.3245,0.42,-0.8475
0.2914,0.1121,-0.95
0.2937,-0.3303,-0.897
0.2603,-0.6457,-0.7178
0.2603,-0.6457,-0.7178
0.2578,-0.734,-0.6283
0.2689,-0.6856,-0.6765
0.2744,-0.4949,-0.8245
0.3141,-0.1356,-0.9397
0.3141,-0.1356,-0.9397
0.3715,0.2121,-0.9039
0.4172,0.3088,-0.8547
0.4303,0.3353,-0.8381
0.4211,0.3291,-0.8452
0.4211,0.3291,-0.8452
0.4351,0.339,-0.8341
0.4244,0.3438,-0.8377
0.4243,0.3396,-0.8394
0.4291,0.3416,-0.8361
0.4291,0.3416,-0.8361
0.4478,0.3405,-0.8268
0.4928,0.3752,-0.7851
0.5344,0.3958,-0.7469
0.624,0.4071,-0.667
0.624,0.4071,-0.667
0.8435,0.2697,-0.4645
0.916,-0.3333,-0.2231
0.7672,-0.6264,-0.1377
0.6554,-0.7248,-0.2123
0.6554,-0.7248,-0.2123
0.5966,-0.697,-0.3978
0.5214,-0.5195,-0.6769
0.5016,-0.4961,-0.7087
0.4868,-0.503,-0.7142
0.4868,-0.503,-0.7142
0.48,-0.5402,-0.6912
0.4912,-0.5844,-0.6458
0.4864,-0.6301,-0.6053
0.5031,-0.6426,-0.5779
0.5031,-0.6426,-0.5779
0.5301,-0.6505,-0.5439
0.5265,-0.6503,-0.5477
0.5295,-0.6455,-0.5505
0.5259,-0.6385,-0.5619
0.5259,-0.6385,-0.5619
0.517,-0.6281,-0.5816
0.4816,-0.5975,-0.6412
0.4594,-0.559,-0.6903
0.3965,-0.5388,-0.7433
0.3965,-0.5388,-0.7433
0.3156,-0.4582,-0.8309
0.2753,-0.3013,-0.9129
0.2886,-0.0892,-0.9533
0.3869,0.1013,-0.9165
0.3869,0.1013,-0.9165
0.4607,0.1117,-0.8805
0.4654,-0.0277,-0.8847
0.3658,-0.2406,-0.8991
0.2024,-0.431,-0.8794
0.2024,-0.431,-0.8794
0.0729,-0.5305,-0.8445
0.0038,-0.4841,-0.875
0.0883,-0.3506,-0.9323
0.2728,-0.2456,-0.9302
0.2728,-0.2456,-0.9302
0.447,-0.2404,-0.8616
0.5012,-0.2869,-0.8164
0.4741,-0.3001,-0.8278
0.4184,-0.2863,-0.862
0.4184,-0.2863,-0.862
0.2791,-0.3012,-0.9118
0.0841,-0.302,-0.9496
-0.0374,-0.3217,-0.9461
-0.0773,-0.3398,-0.9373
-0.0773,-0.3398,-0.9373
0.0281,-0.3255,-0.9451
0.1821,-0.2768,-0.9435
0.3603,-0.2776,-0.8906
0.4598,-0.2859,-0.8407
0.4598,-0.2859,-0.8407
0.4308,-0.2852,-0.8562
0.3043,-0.3017,-0.9035
0.1599,-0.3062,-0.9384
-0.0057,-0.3233,-0.9463
-0.0057,-0.3233,-0.9463
-0.0645,-0.3469,-0.9357
0.0038,-0.3335,-0.9427
0.1385,-0.2742,-0.9517
0.3333,-0.2846,-0.8988
0.3333,-0.2846,-0.8988
0.437,-0.2666,-0.8591
0.4366,-0.2843,-0.8535
0.3322,-0.2945,-0.8961
0.1761,-0.3042,-0.9362
0.1761,-0.3042,-0.9362
0.0167,-0.3267,-0.945
-0.0454,-0.3463,-0.937
0,-0.3151,-0.9491
0.1276,-0.2939,-0.9473
0.1276,-0.2939,-0.9473
0.309,-0.2642,-0.9136
0.3971,-0.285,-0.8724
0.3955,-0.2906,-0.8713
0.3176,-0.3151,-0.8943
0.3176,-0.3151,-0.8943
0.2671,-0.3065,-0.9136
0.1764,-0.1458,-0.9735
0.1416,-0.113,-0.9835
0.3082,-0.1357,-0.9416
0.3082,-0.1357,-0.9416
0.2852,-0.1521,-0.9463
0.2481,-0.3243,-0.9128
0.2058,-0.2759,-0.9389
0.2023,-0.1731,-0.9639
0.2023,-0.1731,-0.9639
0.2318,-0.1163,-0.9658
0.3058,-0.1171,-0.9449
0.3011,-0.2402,-0.9229
0.2271,-0.2857,-0.931
0.2271,-0.2857,-0.931
0.1266,-0.2043,-0.9707
0.1812,-0.0985,-0.9785
0.2858,-0.1068,-0.9523
0.313,-0.2775,-0.9083
0.313,-0.2775,-0.9083
0.1844,-0.3286,-0.9263
0.1027,-0.2281,-0.9682
0.1597,-0.11,-0.981
0.2357,-0.1152,-0.965
0.2357,-0.1152,-0.965
0.3475,0.0876,-0.9336
0.3812,0.2073,-0.901
0.5096,0.209,-0.8346
0.6367,0.3009,-0.71
0.6367,0.3009,-0.71
0.8617,0.0879,-0.4997
0.6234,-0.7517,-0.215
-0.1836,-0.7523,-0.6327
-0.0503,-0.2485,-0.9673
-0.0503,-0.2485,-0.9673
0.4164,0.1368,-0.8988
0.6644,0.2112,-0.7169
0.5859,0.3386,-0.7363
0.0697,0.5361,-0.8412
0.0697,0.5361,-0.8412
-0.5009,0.0349,-0.8648
-0.2808,-0.5974,-0.7511
0.1999,-0.5295,-0.8244
0.4642,0.0131,-0.8857
0.4642,0.0131,-0.8857
0.2382,0.4194,-0.876
-0.1837,0.3108,-0.9326
-0.2096,-0.047,-0.9767
-0.2132,-0.3162,-0.9244
-0.2132,-0.3162,-0.9244
-0.1589,-0.5725,-0.8044
0.0129,-0.7766,-0.6299
0.334,-0.8262,-0.4538
0.5587,-0.6815,-0.4726
0.5587,-0.6815,-0.4726
0.699,-0.413,-0.5838
0.6885,-0.1122,-0.7165
0.5947,0.1702,-0.7858
0.5191,0.3212,-0.7921
0.5191,0.3212,-0.7921
0.5352,0.3512,-0.7682
0.7034,0.2875,-0.65
0.8615,-0.2289,-0.4532
0.2933,-0.9133,-0.2826
0.2933,-0.9133,-0.2826
0.0501,-0.8249,-0.5631
0.1895,-0.3769,-0.9067
0.2784,0.1512,-0.9485
0.3487,0.3372,-0.8745
0.3487,0.3372,-0.8745
0.5974,0.3218,-0.7345
0.8097,0.0337,-0.5859
0.7328,-0.1534,-0.6629
0.4792,-0.1126,-0.8704
0.4792,-0.1126,-0.8704
0.0984,0.0705,-0.9926
-0.1395,0.2348,-0.962
-0.1638,0.3577,-0.9193
-0.0858,0.3332,-0.9389
-0.0858,0.3332,-0.9389
-0.0278,0.0875,-0.9958
-0.009,-0.3897,-0.9209
-0.0711,-0.6623,-0.7458
-0.1736,-0.6584,-0.7324
-0.1736,-0.6584,-0.7324
-0.1948,-0.5184,-0.8326
0.0072,-0.2837,-0.9589
0.3418,-0.063,-0.9377
0.6233,-0.0144,-0.7819
0.6233,-0.0144,-0.7819
0.7052,-0.0696,-0.7055
0.6589,-0.1306,-0.7408
0.5543,-0.1777,-0.8131
0.3681,-0.1533,-0.917
0.3681,-0.1533,-0.917
